step,event_type,order_side,order_price,order_qty,cancel_side,cancel_qty,cancel_price,trade_price,buy_trade_qty,sell_trade_qty,trade_qty,best_bid,best_ask,mid_price,markout_mid_price,spread,bid_depth,ask_depth,imbalance,last_trade_price,microprice,microprice_deviation,spread_bps,queue_imbalance,signed_trade_volume,order_flow_imbalance,pre_best_bid,pre_best_ask,pre_bid_depth,pre_ask_depth,signed_trade_qty,recent_signed_trade_flow,recent_trade_volume,recent_volatility,recent_mid_move
19,limit,sell,10003.0,1,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,125,127,-0.007936507936507936,9998.0,9999.488095238095,-0.011904761904588668,3.000150007500375,-0.007936507936507936,0,0.0,9998.0,10001.0,125,126,0,-7.0,31.0,0.0,0.0
20,limit,sell,10003.0,2,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,125,129,-0.015748031496062992,9998.0,9999.476377952757,-0.023622047243406996,3.000150007500375,-0.015748031496062992,0,0.0,9998.0,10001.0,125,127,0,-7.0,31.0,0.0,0.0
21,cancel,sell,,1,sell,1,10001.0,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,125,128,-0.011857707509881422,9998.0,9999.482213438736,-0.017786561264074408,3.000150007500375,-0.011857707509881422,0,0.0,9998.0,10001.0,125,129,0,-7.0,31.0,0.0,0.0
22,limit,sell,10003.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,125,132,-0.027237354085603113,9998.0,9999.459143968872,-0.04085603112798708,3.000150007500375,-0.027237354085603113,0,0.0,9998.0,10001.0,125,128,0,-7.0,31.0,0.0,0.0
23,limit,buy,9998.0,14,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,139,132,0.025830258302583026,9998.0,9999.538745387454,0.038745387453673175,3.000150007500375,0.025830258302583026,0,0.0,9998.0,10001.0,125,132,0,-19.0,19.0,0.0,0.0
24,limit,buy,9996.0,5,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,144,132,0.043478260869565216,9998.0,9999.565217391304,0.06521739130403148,3.000150007500375,0.043478260869565216,0,0.0,9998.0,10001.0,139,132,0,-19.0,19.0,0.0,0.0
25,limit,sell,10001.0,15,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,144,147,-0.010309278350515464,9998.0,9999.484536082475,-0.01546391752526688,3.000150007500375,-0.010309278350515464,0,0.0,9998.0,10001.0,144,132,0,-19.0,19.0,0.0,0.0
26,limit,buy,10001.0,12,,0,,10001.0,12,0,12,9998.0,10001.0,9999.5,9999.5,3.0,144,135,0.03225806451612903,10001.0,9999.548387096775,0.04838709677460429,3.000150007500375,0.03225806451612903,12,1.0,9998.0,10001.0,144,147,12,-3.0,27.0,0.0,0.0
27,limit,buy,9995.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,148,135,0.045936395759717315,10001.0,9999.56890459364,0.06890459363967238,3.000150007500375,0.045936395759717315,0,0.0,9998.0,10001.0,144,135,0,6.0,18.0,0.0,0.0
28,limit,sell,10004.0,8,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,148,143,0.01718213058419244,10001.0,9999.525773195875,0.0257731958754448,3.000150007500375,0.01718213058419244,0,0.0,9998.0,10001.0,148,135,0,6.0,18.0,0.0,0.0
29,market,sell,,4,,0,,9998.0,0,4,4,9998.0,10001.0,9999.5,9999.5,3.0,144,143,0.003484320557491289,9998.0,9999.505226480836,0.005226480836427072,3.000150007500375,0.003484320557491289,-4,-1.0,9998.0,10001.0,148,143,-4,2.0,22.0,0.0,0.0
30,cancel,buy,,1,buy,9,9998.0,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,135,143,-0.02877697841726619,9998.0,9999.456834532373,-0.04316546762674989,3.000150007500375,-0.02877697841726619,0,0.0,9998.0,10001.0,144,143,0,8.0,16.0,0.0,0.0
31,limit,sell,10001.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,135,147,-0.0425531914893617,9998.0,9999.436170212766,-0.06382978723377164,3.000150007500375,-0.0425531914893617,0,0.0,9998.0,10001.0,135,143,0,8.0,16.0,0.0,0.0
32,limit,sell,10002.0,8,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,135,155,-0.06896551724137931,9998.0,9999.396551724138,-0.10344827586231986,3.000150007500375,-0.06896551724137931,0,0.0,9998.0,10001.0,135,147,0,8.0,16.0,0.0,0.0
33,limit,sell,10004.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,135,162,-0.09090909090909091,9998.0,9999.363636363636,-0.1363636363639671,3.000150007500375,-0.09090909090909091,0,0.0,9998.0,10001.0,135,155,0,8.0,16.0,0.0,0.0
34,limit,buy,9998.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,142,162,-0.06578947368421052,9998.0,9999.401315789473,-0.09868421052669873,3.000150007500375,-0.06578947368421052,0,0.0,9998.0,10001.0,135,162,0,8.0,16.0,0.0,0.0
35,limit,buy,9997.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,146,162,-0.05194805194805195,9998.0,9999.422077922078,-0.07792207792226691,3.000150007500375,-0.05194805194805195,0,0.0,9998.0,10001.0,142,162,0,8.0,16.0,0.0,0.0
36,limit,buy,9995.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,150,162,-0.038461538461538464,9998.0,9999.442307692309,-0.05769230769146816,3.000150007500375,-0.038461538461538464,0,0.0,9998.0,10001.0,146,162,0,8.0,16.0,0.0,0.0
37,limit,buy,10004.0,4,,0,,10001.0,4,0,4,9998.0,10001.0,9999.5,9999.5,3.0,150,158,-0.025974025974025976,10001.0,9999.461038961039,-0.038961038961133454,3.000150007500375,-0.025974025974025976,4,1.0,9998.0,10001.0,150,162,4,12.0,20.0,0.0,0.0
38,market,buy,,6,,0,,10001.0,6,0,6,9998.0,10001.0,9999.5,9999.5,3.0,150,152,-0.006622516556291391,10001.0,9999.490066225166,-0.009933774834280484,3.000150007500375,-0.006622516556291391,6,1.0,9998.0,10001.0,150,158,6,18.0,26.0,0.0,0.0
39,limit,buy,9995.0,1,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,151,152,-0.0033003300330033004,10001.0,9999.49504950495,-0.004950495049342862,3.000150007500375,-0.0033003300330033004,0,0.0,9998.0,10001.0,150,152,0,18.0,26.0,0.0,0.0
40,limit,sell,10004.0,8,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,151,160,-0.028938906752411574,10001.0,9999.456591639871,-0.04340836012852378,3.000150007500375,-0.028938906752411574,0,0.0,9998.0,10001.0,151,152,0,18.0,26.0,0.0,0.0
41,limit,buy,9998.0,6,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,157,160,-0.00946372239747634,10001.0,9999.485804416403,-0.014195583597029326,3.000150007500375,-0.00946372239747634,0,0.0,9998.0,10001.0,151,160,0,18.0,26.0,0.0,0.0
42,limit,buy,9995.0,3,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,160,160,0.0,10001.0,9999.5,0.0,3.000150007500375,0.0,0,0.0,9998.0,10001.0,157,160,0,18.0,26.0,0.0,0.0
43,limit,buy,10001.0,5,,0,,10001.0,5,0,5,9998.0,10001.0,9999.5,9999.5,3.0,160,155,0.015873015873015872,10001.0,9999.52380952381,0.023809523809177335,3.000150007500375,0.015873015873015872,5,1.0,9998.0,10001.0,160,160,5,23.0,31.0,0.0,0.0
44,limit,buy,9998.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,167,155,0.037267080745341616,10001.0,9999.555900621119,0.05590062111878069,3.000150007500375,0.037267080745341616,0,0.0,9998.0,10001.0,160,155,0,23.0,31.0,0.0,0.0
45,limit,buy,9996.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,171,155,0.049079754601226995,10001.0,9999.573619631901,0.07361963190123788,3.000150007500375,0.049079754601226995,0,0.0,9998.0,10001.0,167,155,0,23.0,31.0,0.0,0.0
46,limit,sell,10001.0,16,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,171,171,0.0,10001.0,9999.5,0.0,3.000150007500375,0.0,0,0.0,9998.0,10001.0,171,155,0,11.0,19.0,0.0,0.0
47,limit,sell,10004.0,2,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,171,173,-0.005813953488372093,10001.0,9999.491279069767,-0.008720930232811952,3.000150007500375,-0.005813953488372093,0,0.0,9998.0,10001.0,171,171,0,11.0,19.0,0.0,0.0
48,limit,buy,10001.0,9,,0,,10001.0,9,0,9,9998.0,10001.0,9999.5,9999.5,3.0,171,164,0.020895522388059702,10001.0,9999.531343283583,0.03134328358282801,3.000150007500375,0.020895522388059702,9,1.0,9998.0,10001.0,171,173,9,20.0,28.0,0.0,0.0
49,limit,sell,10001.0,5,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,171,169,0.0058823529411764705,10001.0,9999.508823529412,0.008823529411529307,3.000150007500375,0.0058823529411764705,0,0.0,9998.0,10001.0,171,164,0,24.0,24.0,0.0,0.0
50,limit,sell,10001.0,2,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,171,171,0.0,10001.0,9999.5,0.0,3.000150007500375,0.0,0,0.0,9998.0,10001.0,171,169,0,24.0,24.0,0.0,0.0
51,limit,sell,10002.0,5,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,171,176,-0.01440922190201729,10001.0,9999.478386167148,-0.021613832852381165,3.000150007500375,-0.01440922190201729,0,0.0,9998.0,10001.0,171,171,0,24.0,24.0,0.0,0.0
52,limit,buy,9998.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,178,176,0.005649717514124294,10001.0,9999.50847457627,0.008474576270600664,3.000150007500375,0.005649717514124294,0,0.0,9998.0,10001.0,171,176,0,24.0,24.0,0.0,0.0
53,cancel,buy,,1,buy,14,9998.0,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,164,176,-0.03529411764705882,10001.0,9999.447058823529,-0.05294117647099483,3.000150007500375,-0.03529411764705882,0,0.0,9998.0,10001.0,178,176,0,24.0,24.0,0.0,0.0
54,limit,buy,9995.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,171,176,-0.01440922190201729,10001.0,9999.478386167148,-0.021613832852381165,3.000150007500375,-0.01440922190201729,0,0.0,9998.0,10001.0,164,176,0,24.0,24.0,0.0,0.0
55,limit,buy,9998.0,6,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,177,176,0.0028328611898017,10001.0,9999.504249291786,0.004249291785527021,3.000150007500375,0.0028328611898017,0,0.0,9998.0,10001.0,171,176,0,24.0,24.0,0.0,0.0
56,limit,buy,9996.0,1,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,178,176,0.005649717514124294,10001.0,9999.50847457627,0.008474576270600664,3.000150007500375,0.005649717514124294,0,0.0,9998.0,10001.0,177,176,0,24.0,24.0,0.0,0.0
57,limit,sell,10004.0,3,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,178,179,-0.0028011204481792717,10001.0,9999.495798319327,-0.004201680672849761,3.000150007500375,-0.0028011204481792717,0,0.0,9998.0,10001.0,178,176,0,20.0,20.0,0.0,0.0
58,limit,buy,9998.0,8,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,186,179,0.019178082191780823,10001.0,9999.528767123287,0.028767123287252616,3.000150007500375,0.019178082191780823,0,0.0,9998.0,10001.0,178,179,0,14.0,14.0,0.0,0.0
59,limit,sell,10002.0,5,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,186,184,0.005405405405405406,10001.0,9999.508108108108,0.00810810810799012,3.000150007500375,0.005405405405405406,0,0.0,9998.0,10001.0,186,179,0,14.0,14.0,0.0,0.0
60,limit,sell,10001.0,6,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,186,190,-0.010638297872340425,10001.0,9999.484042553191,-0.015957446808897657,3.000150007500375,-0.010638297872340425,0,0.0,9998.0,10001.0,186,184,0,14.0,14.0,0.0,0.0
61,limit,sell,10003.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,186,194,-0.021052631578947368,10001.0,9999.468421052632,-0.03157894736796152,3.000150007500375,-0.021052631578947368,0,0.0,9998.0,10001.0,186,190,0,14.0,14.0,0.0,0.0
62,limit,buy,9998.0,12,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,198,194,0.01020408163265306,10001.0,9999.515306122448,0.015306122448237147,3.000150007500375,0.01020408163265306,0,0.0,9998.0,10001.0,186,194,0,14.0,14.0,0.0,0.0
63,limit,buy,9995.0,6,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,204,194,0.02512562814070352,10001.0,9999.537688442211,0.03768844221121981,3.000150007500375,0.02512562814070352,0,0.0,9998.0,10001.0,198,194,0,9.0,9.0,0.0,0.0
64,market,sell,,6,,0,,9998.0,0,6,6,9998.0,10001.0,9999.5,9999.5,3.0,198,194,0.01020408163265306,9998.0,9999.515306122448,0.015306122448237147,3.000150007500375,0.01020408163265306,-6,-1.0,9998.0,10001.0,204,194,-6,3.0,15.0,0.0,0.0
65,limit,sell,10001.0,12,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,198,206,-0.019801980198019802,9998.0,9999.470297029702,-0.029702970297876163,3.000150007500375,-0.019801980198019802,0,0.0,9998.0,10001.0,198,194,0,3.0,15.0,0.0,0.0
66,limit,buy,9995.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,202,206,-0.00980392156862745,9998.0,9999.485294117647,-0.014705882353155175,3.000150007500375,-0.00980392156862745,0,0.0,9998.0,10001.0,198,206,0,3.0,15.0,0.0,0.0
67,limit,buy,9998.0,6,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,208,206,0.004830917874396135,9998.0,9999.507246376812,0.007246376811963273,3.000150007500375,0.004830917874396135,0,0.0,9998.0,10001.0,202,206,0,3.0,15.0,0.0,0.0
68,limit,buy,9996.0,6,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,214,206,0.01904761904761905,9998.0,9999.528571428571,0.028571428571012802,3.000150007500375,0.01904761904761905,0,0.0,9998.0,10001.0,208,206,0,-6.0,6.0,0.0,0.0
69,limit,buy,9996.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,221,206,0.0351288056206089,9998.0,9999.55269320843,0.0526932084303553,3.000150007500375,0.0351288056206089,0,0.0,9998.0,10001.0,214,206,0,-6.0,6.0,0.0,0.0
70,limit,buy,9995.0,3,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,224,206,0.04186046511627907,9998.0,9999.562790697675,0.06279069767515466,3.000150007500375,0.04186046511627907,0,0.0,9998.0,10001.0,221,206,0,-6.0,6.0,0.0,0.0
71,limit,sell,10003.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,224,210,0.03225806451612903,9998.0,9999.548387096775,0.04838709677460429,3.000150007500375,0.03225806451612903,0,0.0,9998.0,10001.0,224,206,0,-6.0,6.0,0.0,0.0
72,limit,buy,9995.0,3,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,227,210,0.038901601830663615,9998.0,9999.558352402746,0.05835240274609532,3.000150007500375,0.038901601830663615,0,0.0,9998.0,10001.0,224,210,0,-6.0,6.0,0.0,0.0
73,limit,sell,10001.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,227,214,0.02947845804988662,9998.0,9999.544217687075,0.04421768707470619,3.000150007500375,0.02947845804988662,0,0.0,9998.0,10001.0,227,210,0,-6.0,6.0,0.0,0.0
74,limit,sell,10001.0,1,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,227,215,0.027149321266968326,9998.0,9999.5407239819,0.04072398189964588,3.000150007500375,0.027149321266968326,0,0.0,9998.0,10001.0,227,214,0,-6.0,6.0,0.0,0.0
75,limit,sell,10001.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,227,222,0.011135857461024499,9998.0,9999.516703786192,0.01670378619201074,3.000150007500375,0.011135857461024499,0,0.0,9998.0,10001.0,227,215,0,-6.0,6.0,0.0,0.0
76,limit,sell,10004.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,227,229,-0.0043859649122807015,9998.0,9999.493421052632,-0.006578947368325316,3.000150007500375,-0.0043859649122807015,0,0.0,9998.0,10001.0,227,222,0,-6.0,6.0,0.0,0.0
77,limit,buy,9998.0,6,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,233,229,0.008658008658008658,9998.0,9999.512987012988,0.012987012987650814,3.000150007500375,0.008658008658008658,0,0.0,9998.0,10001.0,227,229,0,-6.0,6.0,0.0,0.0
78,limit,buy,9995.0,1,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,234,229,0.01079913606911447,9998.0,9999.516198704103,0.016198704102862393,3.000150007500375,0.01079913606911447,0,0.0,9998.0,10001.0,233,229,0,-6.0,6.0,0.0,0.0
79,limit,buy,9997.0,8,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,242,229,0.027600849256900213,9998.0,9999.541401273886,0.041401273885639966,3.000150007500375,0.027600849256900213,0,0.0,9998.0,10001.0,234,229,0,-6.0,6.0,0.0,0.0
80,limit,sell,10004.0,3,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,242,232,0.02109704641350211,9998.0,9999.531645569621,0.031645569621105096,3.000150007500375,0.02109704641350211,0,0.0,9998.0,10001.0,242,229,0,-6.0,6.0,0.0,0.0
81,limit,sell,10004.0,4,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,242,236,0.012552301255230125,9998.0,9999.518828451883,0.018828451882654917,3.000150007500375,0.012552301255230125,0,0.0,9998.0,10001.0,242,232,0,-6.0,6.0,0.0,0.0
82,limit,sell,10003.0,2,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,242,238,0.008333333333333333,9998.0,9999.5125,0.012500000000727596,3.000150007500375,0.008333333333333333,0,0.0,9998.0,10001.0,242,236,0,-6.0,6.0,0.0,0.0
83,market,buy,,7,,0,,10001.0,7,0,7,9998.0,10001.0,9999.5,9999.5,3.0,242,231,0.023255813953488372,10001.0,9999.53488372093,0.03488372092942882,3.000150007500375,0.023255813953488372,7,1.0,9998.0,10001.0,242,238,7,1.0,13.0,0.0,0.0
84,limit,buy,9995.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,249,231,0.0375,10001.0,9999.55625,0.0562499999996362,3.000150007500375,0.0375,0,0.0,9998.0,10001.0,242,231,0,7.0,7.0,0.0,0.0
85,limit,sell,10004.0,1,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,249,232,0.035343035343035345,10001.0,9999.553014553014,0.05301455301378155,3.000150007500375,0.035343035343035345,0,0.0,9998.0,10001.0,249,231,0,7.0,7.0,0.0,0.0
86,limit,sell,10002.0,8,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,249,240,0.018404907975460124,10001.0,9999.527607361963,0.027607361962509458,3.000150007500375,0.018404907975460124,0,0.0,9998.0,10001.0,249,232,0,7.0,7.0,0.0,0.0
87,limit,sell,10001.0,6,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,249,246,0.006060606060606061,10001.0,9999.50909090909,0.009090909090446075,3.000150007500375,0.006060606060606061,0,0.0,9998.0,10001.0,249,240,0,7.0,7.0,0.0,0.0
88,limit,buy,9995.0,3,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,252,246,0.012048192771084338,10001.0,9999.518072289156,0.01807228915640735,3.000150007500375,0.012048192771084338,0,0.0,9998.0,10001.0,249,246,0,7.0,7.0,0.0,0.0
89,limit,buy,9998.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,259,246,0.02574257425742574,10001.0,9999.538613861387,0.038613861386693316,3.000150007500375,0.02574257425742574,0,0.0,9998.0,10001.0,252,246,0,7.0,7.0,0.0,0.0
90,market,sell,,10,,0,,9998.0,0,10,10,9998.0,10001.0,9999.5,9999.5,3.0,249,246,0.006060606060606061,9998.0,9999.50909090909,0.009090909090446075,3.000150007500375,0.006060606060606061,-10,-1.0,9998.0,10001.0,259,246,-10,-3.0,17.0,0.0,0.0
91,limit,sell,10004.0,5,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,249,251,-0.004,9998.0,9999.494,-0.0059999999994033715,3.000150007500375,-0.004,0,0.0,9998.0,10001.0,249,246,0,-3.0,17.0,0.0,0.0
92,cancel,sell,,1,sell,1,10001.0,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,249,250,-0.002004008016032064,9998.0,9999.496993987976,-0.003006012024343363,3.000150007500375,-0.002004008016032064,0,0.0,9998.0,10001.0,249,251,0,-3.0,17.0,0.0,0.0
93,limit,sell,10001.0,1,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,249,251,-0.004,9998.0,9999.494,-0.0059999999994033715,3.000150007500375,-0.004,0,0.0,9998.0,10001.0,249,250,0,-3.0,17.0,0.0,0.0
94,limit,sell,10001.0,3,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,249,254,-0.009940357852882704,9998.0,9999.48508946322,-0.014910536780007533,3.000150007500375,-0.009940357852882704,0,0.0,9998.0,10001.0,249,251,0,-3.0,17.0,0.0,0.0
95,limit,buy,9998.0,7,,0,,,0,0,0,9998.0,10001.0,9999.5,9999.5,3.0,256,254,0.00392156862745098,9998.0,9999.505882352942,0.005882352941625868,3.000150007500375,0.00392156862745098,0,0.0,9998.0,10001.0,249,254,0,-3.0,17.0,0.0,0.0
