obs_id,step,side,submission_price,queue_ahead,order_size,mid_price,spread,spread_bps,bid_depth,ask_depth,queue_imbalance,microprice_deviation,recent_signed_trade_flow,recent_trade_volume,recent_volatility,recent_mid_move,filled,censored,time_to_fill,fill_step,fill_price,fill_event,trade_depletion_share,adverse_fill,markout_10,markout_50,markout_100,markout_500,side_is_buy,signed_queue_imbalance,signed_recent_trade_flow,signed_microprice_deviation
8_buy,8,buy,9998.0,21.8,5,9999.5,3.0,3.000150007500375,109.0,83.0,0.13541666666666666,0.203125,-1.0,25.0,0.0,0.0,1,0,45.0,53.0,9998.0,cancel_proxy,0.30303030303030304,0.0,1.5,1.5,6.910254145124782,2.661475560385952,1,0.13541666666666666,-1.0,0.203125
8_sell,8,sell,10001.0,16.6,5,9999.5,3.0,3.000150007500375,109.0,83.0,0.13541666666666666,0.203125,-1.0,25.0,0.0,0.0,1,0,30.0,38.0,10001.0,trade,0.9565217391304348,0.0,1.5,1.5,1.230832843157259,0.29743549693557725,0,-0.13541666666666666,1.0,-0.203125
9_buy,9,buy,9998.0,21.8,5,9999.5,3.0,3.000150007500375,109.0,92.0,0.0845771144278607,0.12686567164200824,-1.0,25.0,0.0,0.0,1,0,44.0,53.0,9998.0,cancel_proxy,0.30303030303030304,0.0,1.5,1.5,6.910254145124782,2.661475560385952,1,0.0845771144278607,-1.0,0.12686567164200824
9_sell,9,sell,10001.0,18.400000000000002,5,9999.5,3.0,3.000150007500375,109.0,92.0,0.0845771144278607,0.12686567164200824,-1.0,25.0,0.0,0.0,1,0,34.0,43.0,10001.0,trade,0.9642857142857143,1.0,1.5,1.5,-1.5625361814218195,0.3121788499647664,0,-0.0845771144278607,1.0,-0.12686567164200824
10_buy,10,buy,9998.0,20.6,5,9999.5,3.0,3.000150007500375,103.0,92.0,0.05641025641025641,0.08461538461597229,-7.0,31.0,0.0,0.0,1,0,43.0,53.0,9998.0,cancel_proxy,0.14814814814814814,0.0,1.5,1.5,6.910254145124782,2.661475560385952,1,0.05641025641025641,-7.0,0.08461538461597229
10_sell,10,sell,10001.0,18.400000000000002,5,9999.5,3.0,3.000150007500375,103.0,92.0,0.05641025641025641,0.08461538461597229,-7.0,31.0,0.0,0.0,1,0,33.0,43.0,10001.0,trade,0.9642857142857143,1.0,1.5,1.5,-1.5625361814218195,0.3121788499647664,0,-0.05641025641025641,7.0,-0.08461538461597229
11_buy,11,buy,9998.0,20.6,5,9999.5,3.0,3.000150007500375,103.0,108.0,-0.023696682464454975,-0.0355450236966135,-7.0,31.0,0.0,0.0,1,0,42.0,53.0,9998.0,cancel_proxy,0.14814814814814814,0.0,1.5,1.5,6.910254145124782,2.661475560385952,1,-0.023696682464454975,-7.0,-0.0355450236966135
11_sell,11,sell,10001.0,21.6,5,9999.5,3.0,3.000150007500375,103.0,108.0,-0.023696682464454975,-0.0355450236966135,-7.0,31.0,0.0,0.0,1,0,32.0,43.0,10001.0,trade,0.9642857142857143,1.0,1.5,1.5,-1.5625361814218195,0.3121788499647664,0,0.023696682464454975,7.0,0.0355450236966135
12_buy,12,buy,9998.0,20.6,5,9999.5,3.0,3.000150007500375,103.0,111.0,-0.037383177570093455,-0.05607476635486819,-7.0,31.0,0.0,0.0,1,0,41.0,53.0,9998.0,cancel_proxy,0.14814814814814814,0.0,1.5,1.5,6.910254145124782,2.661475560385952,1,-0.037383177570093455,-7.0,-0.05607476635486819
12_sell,12,sell,10001.0,22.200000000000003,5,9999.5,3.0,3.000150007500375,103.0,111.0,-0.037383177570093455,-0.05607476635486819,-7.0,31.0,0.0,0.0,1,0,31.0,43.0,10001.0,trade,0.9642857142857143,1.0,1.5,1.5,-1.5625361814218195,0.3121788499647664,0,0.037383177570093455,7.0,0.05607476635486819
13_buy,13,buy,9998.0,20.8,5,9999.5,3.0,3.000150007500375,104.0,111.0,-0.03255813953488372,-0.04883720930229174,-7.0,31.0,0.0,0.0,1,0,40.0,53.0,9998.0,cancel_proxy,0.14814814814814814,0.0,1.5,1.5,6.910254145124782,2.661475560385952,1,-0.03255813953488372,-7.0,-0.04883720930229174
13_sell,13,sell,10001.0,22.200000000000003,5,9999.5,3.0,3.000150007500375,104.0,111.0,-0.03255813953488372,-0.04883720930229174,-7.0,31.0,0.0,0.0,1,0,30.0,43.0,10001.0,trade,0.9642857142857143,1.0,1.5,1.5,-1.5625361814218195,0.3121788499647664,0,0.03255813953488372,7.0,0.04883720930229174
14_buy,14,buy,9998.0,23.200000000000003,5,9999.5,3.0,3.000150007500375,116.0,111.0,0.022026431718061675,0.03303964757651556,-7.0,31.0,0.0,0.0,1,0,50.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,0.022026431718061675,-7.0,0.03303964757651556
14_sell,14,sell,10001.0,22.200000000000003,5,9999.5,3.0,3.000150007500375,116.0,111.0,0.022026431718061675,0.03303964757651556,-7.0,31.0,0.0,0.0,1,0,29.0,43.0,10001.0,trade,0.9642857142857143,1.0,1.5,1.5,-1.5625361814218195,0.3121788499647664,0,-0.022026431718061675,7.0,-0.03303964757651556
15_buy,15,buy,9998.0,23.200000000000003,5,9999.5,3.0,3.000150007500375,116.0,119.0,-0.01276595744680851,-0.019148936169585795,-7.0,31.0,0.0,0.0,1,0,49.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,-0.01276595744680851,-7.0,-0.019148936169585795
15_sell,15,sell,10001.0,23.8,5,9999.5,3.0,3.000150007500375,116.0,119.0,-0.01276595744680851,-0.019148936169585795,-7.0,31.0,0.0,0.0,1,0,33.0,48.0,10001.0,trade,0.972972972972973,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,0.01276595744680851,7.0,0.019148936169585795
16_buy,16,buy,9998.0,23.200000000000003,5,9999.5,3.0,3.000150007500375,116.0,126.0,-0.04132231404958678,-0.06198347107419977,-7.0,31.0,0.0,0.0,1,0,48.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,-0.04132231404958678,-7.0,-0.06198347107419977
16_sell,16,sell,10001.0,25.200000000000003,5,9999.5,3.0,3.000150007500375,116.0,126.0,-0.04132231404958678,-0.06198347107419977,-7.0,31.0,0.0,0.0,1,0,32.0,48.0,10001.0,trade,0.972972972972973,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,0.04132231404958678,7.0,0.06198347107419977
17_buy,17,buy,9998.0,23.6,5,9999.5,3.0,3.000150007500375,118.0,126.0,-0.03278688524590164,-0.049180327869180473,-7.0,31.0,0.0,0.0,1,0,47.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,-0.03278688524590164,-7.0,-0.049180327869180473
17_sell,17,sell,10001.0,25.200000000000003,5,9999.5,3.0,3.000150007500375,118.0,126.0,-0.03278688524590164,-0.049180327869180473,-7.0,31.0,0.0,0.0,1,0,31.0,48.0,10001.0,trade,0.972972972972973,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,0.03278688524590164,7.0,0.049180327869180473
18_buy,18,buy,9998.0,25.0,5,9999.5,3.0,3.000150007500375,125.0,126.0,-0.00398406374501992,-0.005976095617370447,-7.0,31.0,0.0,0.0,1,0,46.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,-0.00398406374501992,-7.0,-0.005976095617370447
18_sell,18,sell,10001.0,25.200000000000003,5,9999.5,3.0,3.000150007500375,125.0,126.0,-0.00398406374501992,-0.005976095617370447,-7.0,31.0,0.0,0.0,1,0,30.0,48.0,10001.0,trade,0.972972972972973,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,0.00398406374501992,7.0,0.005976095617370447
19_buy,19,buy,9998.0,25.0,5,9999.5,3.0,3.000150007500375,125.0,127.0,-0.007936507936507936,-0.011904761904588668,-7.0,31.0,0.0,0.0,1,0,45.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,-0.007936507936507936,-7.0,-0.011904761904588668
19_sell,19,sell,10001.0,25.400000000000002,5,9999.5,3.0,3.000150007500375,125.0,127.0,-0.007936507936507936,-0.011904761904588668,-7.0,31.0,0.0,0.0,1,0,29.0,48.0,10001.0,trade,0.972972972972973,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,0.007936507936507936,7.0,0.011904761904588668
20_buy,20,buy,9998.0,25.0,5,9999.5,3.0,3.000150007500375,125.0,129.0,-0.015748031496062992,-0.023622047243406996,-7.0,31.0,0.0,0.0,1,0,44.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,-0.015748031496062992,-7.0,-0.023622047243406996
20_sell,20,sell,10001.0,25.8,5,9999.5,3.0,3.000150007500375,125.0,129.0,-0.015748031496062992,-0.023622047243406996,-7.0,31.0,0.0,0.0,1,0,28.0,48.0,10001.0,trade,0.972972972972973,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,0.015748031496062992,7.0,0.023622047243406996
21_buy,21,buy,9998.0,25.0,5,9999.5,3.0,3.000150007500375,125.0,128.0,-0.011857707509881422,-0.017786561264074408,-7.0,31.0,0.0,0.0,1,0,43.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,-0.011857707509881422,-7.0,-0.017786561264074408
21_sell,21,sell,10001.0,25.6,5,9999.5,3.0,3.000150007500375,125.0,128.0,-0.011857707509881422,-0.017786561264074408,-7.0,31.0,0.0,0.0,1,0,27.0,48.0,10001.0,trade,1.0,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,0.011857707509881422,7.0,0.017786561264074408
22_buy,22,buy,9998.0,25.0,5,9999.5,3.0,3.000150007500375,125.0,132.0,-0.027237354085603113,-0.04085603112798708,-7.0,31.0,0.0,0.0,1,0,42.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,-0.027237354085603113,-7.0,-0.04085603112798708
22_sell,22,sell,10001.0,26.400000000000002,5,9999.5,3.0,3.000150007500375,125.0,132.0,-0.027237354085603113,-0.04085603112798708,-7.0,31.0,0.0,0.0,1,0,26.0,48.0,10001.0,trade,1.0,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,0.027237354085603113,7.0,0.04085603112798708
23_buy,23,buy,9998.0,27.8,5,9999.5,3.0,3.000150007500375,139.0,132.0,0.025830258302583026,0.038745387453673175,-19.0,19.0,0.0,0.0,1,0,41.0,64.0,9998.0,trade,0.30303030303030304,0.0,1.5,1.5,13.419008607663272,2.6367430731188506,1,0.025830258302583026,-19.0,0.038745387453673175
23_sell,23,sell,10001.0,26.400000000000002,5,9999.5,3.0,3.000150007500375,139.0,132.0,0.025830258302583026,0.038745387453673175,-19.0,19.0,0.0,0.0,1,0,25.0,48.0,10001.0,trade,1.0,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,-0.025830258302583026,19.0,-0.038745387453673175
24_buy,24,buy,9998.0,28.8,5,9999.5,3.0,3.000150007500375,144.0,132.0,0.043478260869565216,0.06521739130403148,-19.0,19.0,0.0,0.0,1,0,66.0,90.0,9998.0,trade,0.46511627906976744,0.0,1.5,3.391908272949877,17.78558716700536,2.5923096977185196,1,0.043478260869565216,-19.0,0.06521739130403148
24_sell,24,sell,10001.0,26.400000000000002,5,9999.5,3.0,3.000150007500375,144.0,132.0,0.043478260869565216,0.06521739130403148,-19.0,19.0,0.0,0.0,1,0,24.0,48.0,10001.0,trade,1.0,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,-0.043478260869565216,19.0,-0.06521739130403148
25_buy,25,buy,9998.0,28.8,5,9999.5,3.0,3.000150007500375,144.0,147.0,-0.010309278350515464,-0.01546391752526688,-19.0,19.0,0.0,0.0,1,0,65.0,90.0,9998.0,trade,0.46511627906976744,0.0,1.5,3.391908272949877,17.78558716700536,2.5923096977185196,1,-0.010309278350515464,-19.0,-0.01546391752526688
25_sell,25,sell,10001.0,29.400000000000002,5,9999.5,3.0,3.000150007500375,144.0,147.0,-0.010309278350515464,-0.01546391752526688,-19.0,19.0,0.0,0.0,1,0,23.0,48.0,10001.0,trade,1.0,1.0,1.5,1.5,-2.066980240979319,0.3258491301949107,0,0.010309278350515464,19.0,0.01546391752526688
26_buy,26,buy,9998.0,28.8,5,9999.5,3.0,3.000150007500375,144.0,135.0,0.03225806451612903,0.04838709677460429,-3.0,27.0,0.0,0.0,1,0,64.0,90.0,9998.0,trade,0.46511627906976744,0.0,1.5,3.391908272949877,17.78558716700536,2.5923096977185196,1,0.03225806451612903,-3.0,0.04838709677460429
26_sell,26,sell,10001.0,27.0,5,9999.5,3.0,3.000150007500375,144.0,135.0,0.03225806451612903,0.04838709677460429,-3.0,27.0,0.0,0.0,1,0,66.0,92.0,10001.0,cancel_proxy,0.96875,1.0,1.5,-1.1173888895482378,-16.34184990389076,0.41043882353187655,0,-0.03225806451612903,3.0,-0.04838709677460429
27_buy,27,buy,9998.0,29.6,5,9999.5,3.0,3.000150007500375,148.0,135.0,0.045936395759717315,0.06890459363967238,6.0,18.0,0.0,0.0,1,0,63.0,90.0,9998.0,trade,0.46511627906976744,0.0,1.5,3.391908272949877,17.78558716700536,2.5923096977185196,1,0.045936395759717315,6.0,0.06890459363967238
27_sell,27,sell,10001.0,27.0,5,9999.5,3.0,3.000150007500375,148.0,135.0,0.045936395759717315,0.06890459363967238,6.0,18.0,0.0,0.0,1,0,65.0,92.0,10001.0,cancel_proxy,0.96875,1.0,1.5,-1.1173888895482378,-16.34184990389076,0.41043882353187655,0,-0.045936395759717315,-6.0,-0.06890459363967238
28_buy,28,buy,9998.0,29.6,5,9999.5,3.0,3.000150007500375,148.0,143.0,0.01718213058419244,0.0257731958754448,6.0,18.0,0.0,0.0,1,0,62.0,90.0,9998.0,trade,0.46511627906976744,0.0,1.5,3.391908272949877,17.78558716700536,2.5923096977185196,1,0.01718213058419244,6.0,0.0257731958754448
28_sell,28,sell,10001.0,28.6,5,9999.5,3.0,3.000150007500375,148.0,143.0,0.01718213058419244,0.0257731958754448,6.0,18.0,0.0,0.0,1,0,80.0,108.0,10001.0,trade,0.975,1.0,1.5,-6.068862595218889,-29.91955411431627,0.4296766618736001,0,-0.01718213058419244,-6.0,-0.0257731958754448
29_buy,29,buy,9998.0,28.8,5,9999.5,3.0,3.000150007500375,144.0,143.0,0.003484320557491289,0.005226480836427072,2.0,22.0,0.0,0.0,1,0,61.0,90.0,9998.0,trade,0.41025641025641024,0.0,1.5,3.391908272949877,17.78558716700536,2.5923096977185196,1,0.003484320557491289,2.0,0.005226480836427072
29_sell,29,sell,10001.0,28.6,5,9999.5,3.0,3.000150007500375,144.0,143.0,0.003484320557491289,0.005226480836427072,2.0,22.0,0.0,0.0,1,0,79.0,108.0,10001.0,trade,0.975,1.0,1.5,-6.068862595218889,-29.91955411431627,0.4296766618736001,0,-0.003484320557491289,-2.0,-0.005226480836427072
30_buy,30,buy,9998.0,27.0,5,9999.5,3.0,3.000150007500375,135.0,143.0,-0.02877697841726619,-0.04316546762674989,8.0,16.0,0.0,0.0,1,0,69.0,99.0,9998.0,trade,0.6,0.0,1.5,5.626597965921974,20.969196754731456,2.580570007354254,1,-0.02877697841726619,8.0,-0.04316546762674989
30_sell,30,sell,10001.0,28.6,5,9999.5,3.0,3.000150007500375,135.0,143.0,-0.02877697841726619,-0.04316546762674989,8.0,16.0,0.0,0.0,1,0,78.0,108.0,10001.0,trade,0.975,1.0,1.5,-6.068862595218889,-29.91955411431627,0.4296766618736001,0,0.02877697841726619,-8.0,0.04316546762674989
31_buy,31,buy,9998.0,27.0,5,9999.5,3.0,3.000150007500375,135.0,147.0,-0.0425531914893617,-0.06382978723377164,8.0,16.0,0.0,0.0,1,0,68.0,99.0,9998.0,trade,0.6,0.0,1.5,5.626597965921974,20.969196754731456,2.580570007354254,1,-0.0425531914893617,8.0,-0.06382978723377164
31_sell,31,sell,10001.0,29.400000000000002,5,9999.5,3.0,3.000150007500375,135.0,147.0,-0.0425531914893617,-0.06382978723377164,8.0,16.0,0.0,0.0,1,0,77.0,108.0,10001.0,trade,0.975,1.0,1.5,-6.068862595218889,-29.91955411431627,0.4296766618736001,0,0.0425531914893617,-8.0,0.06382978723377164
32_buy,32,buy,9998.0,27.0,5,9999.5,3.0,3.000150007500375,135.0,155.0,-0.06896551724137931,-0.10344827586231986,8.0,16.0,0.0,0.0,1,0,67.0,99.0,9998.0,trade,0.6,0.0,1.5,5.626597965921974,20.969196754731456,2.580570007354254,1,-0.06896551724137931,8.0,-0.10344827586231986
32_sell,32,sell,10001.0,31.0,5,9999.5,3.0,3.000150007500375,135.0,155.0,-0.06896551724137931,-0.10344827586231986,8.0,16.0,0.0,0.0,1,0,76.0,108.0,10001.0,trade,0.975,1.0,1.5,-6.068862595218889,-29.91955411431627,0.4296766618736001,0,0.06896551724137931,-8.0,0.10344827586231986
33_buy,33,buy,9998.0,27.0,5,9999.5,3.0,3.000150007500375,135.0,162.0,-0.09090909090909091,-0.1363636363639671,8.0,16.0,0.0,0.0,1,0,66.0,99.0,9998.0,trade,0.6,0.0,1.5,5.626597965921974,20.969196754731456,2.580570007354254,1,-0.09090909090909091,8.0,-0.1363636363639671
33_sell,33,sell,10001.0,32.4,5,9999.5,3.0,3.000150007500375,135.0,162.0,-0.09090909090909091,-0.1363636363639671,8.0,16.0,0.0,0.0,1,0,75.0,108.0,10001.0,trade,0.975,1.0,1.5,-6.068862595218889,-29.91955411431627,0.4296766618736001,0,0.09090909090909091,-8.0,0.1363636363639671
34_buy,34,buy,9998.0,28.400000000000002,5,9999.5,3.0,3.000150007500375,142.0,162.0,-0.06578947368421052,-0.09868421052669873,8.0,16.0,0.0,0.0,1,0,65.0,99.0,9998.0,trade,0.6,0.0,1.5,5.626597965921974,20.969196754731456,2.580570007354254,1,-0.06578947368421052,8.0,-0.09868421052669873
34_sell,34,sell,10001.0,32.4,5,9999.5,3.0,3.000150007500375,142.0,162.0,-0.06578947368421052,-0.09868421052669873,8.0,16.0,0.0,0.0,1,0,74.0,108.0,10001.0,trade,0.975,1.0,1.5,-6.068862595218889,-29.91955411431627,0.4296766618736001,0,0.06578947368421052,-8.0,0.09868421052669873
35_buy,35,buy,9998.0,29.200000000000003,5,9999.5,3.0,3.000150007500375,146.0,162.0,-0.05194805194805195,-0.07792207792226691,8.0,16.0,0.0,0.0,1,0,64.0,99.0,9998.0,trade,0.6,0.0,1.5,5.626597965921974,20.969196754731456,2.580570007354254,1,-0.05194805194805195,8.0,-0.07792207792226691
35_sell,35,sell,10001.0,32.4,5,9999.5,3.0,3.000150007500375,146.0,162.0,-0.05194805194805195,-0.07792207792226691,8.0,16.0,0.0,0.0,1,0,73.0,108.0,10001.0,trade,0.975,1.0,1.5,-6.068862595218889,-29.91955411431627,0.4296766618736001,0,0.05194805194805195,-8.0,0.07792207792226691
36_buy,36,buy,9998.0,30.0,5,9999.5,3.0,3.000150007500375,150.0,162.0,-0.038461538461538464,-0.05769230769146816,8.0,16.0,0.0,0.0,1,0,63.0,99.0,9998.0,trade,0.6,0.0,1.5,5.626597965921974,20.969196754731456,2.580570007354254,1,-0.038461538461538464,8.0,-0.05769230769146816
36_sell,36,sell,10001.0,32.4,5,9999.5,3.0,3.000150007500375,150.0,162.0,-0.038461538461538464,-0.05769230769146816,8.0,16.0,0.0,0.0,1,0,72.0,108.0,10001.0,trade,0.975,1.0,1.5,-6.068862595218889,-29.91955411431627,0.4296766618736001,0,0.038461538461538464,-8.0,0.05769230769146816
37_buy,37,buy,9998.0,30.0,5,9999.5,3.0,3.000150007500375,150.0,158.0,-0.025974025974025976,-0.038961038961133454,12.0,20.0,0.0,0.0,1,0,62.0,99.0,9998.0,trade,0.6,0.0,1.5,5.626597965921974,20.969196754731456,2.580570007354254,1,-0.025974025974025976,12.0,-0.038961038961133454
37_sell,37,sell,10001.0,31.6,5,9999.5,3.0,3.000150007500375,150.0,158.0,-0.025974025974025976,-0.038961038961133454,12.0,20.0,0.0,0.0,1,0,76.0,113.0,10001.0,cancel_proxy,0.7954545454545454,1.0,1.5,-7.547216860572007,-19.36879137982396,0.4347950403862342,0,0.025974025974025976,-12.0,0.038961038961133454
38_buy,38,buy,9998.0,30.0,5,9999.5,3.0,3.000150007500375,150.0,152.0,-0.006622516556291391,-0.009933774834280484,18.0,26.0,0.0,0.0,1,0,61.0,99.0,9998.0,trade,0.6,0.0,1.5,5.626597965921974,20.969196754731456,2.580570007354254,1,-0.006622516556291391,18.0,-0.009933774834280484
38_sell,38,sell,10001.0,30.400000000000002,5,9999.5,3.0,3.000150007500375,150.0,152.0,-0.006622516556291391,-0.009933774834280484,18.0,26.0,0.0,0.0,1,0,75.0,113.0,10001.0,cancel_proxy,0.7631578947368421,1.0,1.5,-7.547216860572007,-19.36879137982396,0.4347950403862342,0,0.006622516556291391,-18.0,0.009933774834280484
39_buy,39,buy,9998.0,30.200000000000003,5,9999.5,3.0,3.000150007500375,151.0,152.0,-0.0033003300330033004,-0.004950495049342862,18.0,26.0,0.0,0.0,1,0,61.0,100.0,9998.0,trade,0.65,0.0,1.5,6.010129819884241,20.684658803409548,2.579361457243067,1,-0.0033003300330033004,18.0,-0.004950495049342862
39_sell,39,sell,10001.0,30.400000000000002,5,9999.5,3.0,3.000150007500375,151.0,152.0,-0.0033003300330033004,-0.004950495049342862,18.0,26.0,0.0,0.0,1,0,74.0,113.0,10001.0,cancel_proxy,0.7631578947368421,1.0,1.5,-7.547216860572007,-19.36879137982396,0.4347950403862342,0,0.0033003300330033004,-18.0,0.004950495049342862
40_buy,40,buy,9998.0,30.200000000000003,5,9999.5,3.0,3.000150007500375,151.0,160.0,-0.028938906752411574,-0.04340836012852378,18.0,26.0,0.0,0.0,1,0,60.0,100.0,9998.0,trade,0.65,0.0,1.5,6.010129819884241,20.684658803409548,2.579361457243067,1,-0.028938906752411574,18.0,-0.04340836012852378
40_sell,40,sell,10001.0,32.0,5,9999.5,3.0,3.000150007500375,151.0,160.0,-0.028938906752411574,-0.04340836012852378,18.0,26.0,0.0,0.0,1,0,73.0,113.0,10001.0,cancel_proxy,0.7631578947368421,1.0,1.5,-7.547216860572007,-19.36879137982396,0.4347950403862342,0,0.028938906752411574,-18.0,0.04340836012852378
41_buy,41,buy,9998.0,31.400000000000002,5,9999.5,3.0,3.000150007500375,157.0,160.0,-0.00946372239747634,-0.014195583597029326,18.0,26.0,0.0,0.0,1,0,59.0,100.0,9998.0,trade,0.65,0.0,1.5,6.010129819884241,20.684658803409548,2.579361457243067,1,-0.00946372239747634,18.0,-0.014195583597029326
